name,reviewrate,reviewdate,reviewtext
24 Hours on Craigslist,10/10,29 April 2006,great indie documentary
24 Hours on Craigslist,6/10,27 April 2006,"Pretty good, just needs a little focus."
24 Hours on Craigslist,9/10,26 April 2006,Great movie--both fun and serious at the same time
24 Hours on Craigslist,2/10,14 April 2006,Don't waste your time or money
24 Hours on Craigslist,1/10,25 March 2006,Raunchy - Too Much Shock Factor - Not a Cross Section of the CL Users
24 Hours on Craigslist,10/10,14 February 2006,One of the best docs this year.
24 Hours on Craigslist,4/10,31 October 2005,Concept great; realization not.
24 Hours on Craigslist,2/10,17 October 2005,"Sensationalist, amateur film-making at its worst"
The Adonis Factor,9/10,17 October 2015,The obsession of men to find 'happiness'
The Adonis Factor,2/10,9 September 2014,"""Like I'm hot so like why is that ugly guy like totally like totally talking to me! Uh i'm hot!"""
The Adonis Factor,10/10,4 December 2013,Great point to out community..
The Adonis Factor,1/10,22 September 2012,"""I used to feel ugly, but now that I go to the gym I have more boyfriends."""
The Adonis Factor,savagesteve13,23 August 2011,Not for the Straight Person
The Adonis Factor,8/10,14 June 2011,Good Enough
The Adonis Factor,7/10,5 December 2010,"Body, want to feel my Body, Body."
The Adonis Factor,4/10,27 October 2010,"Watchable and slick, but light and superficial"
The Adonis Factor,,,
The Adonis Factor,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Call for Peace,,,
Morning of the Earth,10/10,24 April 2022,A significant Australian cultural artifact with a universal message about what it means to be truly alive and free.
Morning of the Earth,10/10,30 July 2010,An Absolute Must-See Classic
Morning of the Earth,9/10,29 June 2005,"""Seeing everything as nothing but the soul..."""
Morning of the Earth,9/10,22 November 2003,Brilliant Surf Movie
Morning of the Earth,oldtimmy,29 January 2003,"fantastic, worthy of multiple standing ovations"
Morning of the Earth,8/10,10 May 2001,visual/tone poem to the surfer lifestyle
Morning of the Earth,,,
Morning of the Earth,,,
Morning of the Earth,,,
Morning of the Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Code Red Planet Earth,,,
Dead Hot: Season of the Witch,3/10,26 August 2023,Caution: Baby Witches At Play
Dead Hot: Season of the Witch,1/10,9 August 2023,Disappointing
Dead Hot: Season of the Witch,2/10,5 August 2023,Lacking in every sense
Dead Hot: Season of the Witch,1/10,31 July 2023,Unbearably awful.
Dead Hot: Season of the Witch,1/10,28 July 2023,The single stupidest thing I've ever seen
Dead Hot: Season of the Witch,1/10,14 July 2023,She's 35
Dead Hot: Season of the Witch,1/10,11 July 2023,Void of ANYTHING pertinent or informative
Dead Hot: Season of the Witch,1/10,8 July 2023,so insignificant it can't even be described as fluff - 1/10
Dead Hot: Season of the Witch,1/10,22 May 2023,STUPID
Dead Hot: Season of the Witch,1/10,2 May 2023,Dead Not? Hot Mess? Take Your Pick
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
As Armas e o Povo,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
Running Man,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
The Declassified,,,
Terrace House: Closing Door,5/10,8 February 2020,Big let down
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Terrace House: Closing Door,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
Iranian Rally,,,
We Are Dad,acthomas-79196,15 July 2017,Love this film
We Are Dad,10/10,23 June 2006,This Movie
We Are Dad,3/10,17 January 2006,Interesting documentary...
We Are Dad,10/10,9 October 2005,GOD Blessed us with the Roger and Stevens of the World
We Are Dad,9/10,25 June 2005,Foster gay parents fighting hypocrisy to adopt their foster HIV kids who nobody else wanted
We Are Dad,10/10,23 March 2005,A revealing look at the absurd fears of gay parenting. Inspiring.
We Are Dad,,,
We Are Dad,,,
We Are Dad,,,
We Are Dad,,,
Green Jello Suxx Live,10/10,26 September 2019,Green JellÖ Suxx
Green Jello Suxx Live,10/10,17 February 2017,"An adventure of puppetry, music and all that suxx."
Green Jello Suxx Live,10/10,27 December 2016,So much more than they promised it would be!
Green Jello Suxx Live,10/10,21 December 2016,The film team does an excellent of job of capturing what it's like to be in Green Jello
Green Jello Suxx Live,,,
Green Jello Suxx Live,,,
Green Jello Suxx Live,,,
Green Jello Suxx Live,,,
Green Jello Suxx Live,,,
Green Jello Suxx Live,,,
Titanic,8/10,31 December 2023,Those iconic scenes.
Titanic,10/10,31 December 2023,Legendary Movie
Titanic,9/10,27 December 2023,A great movie experience.
Titanic,4/10,23 December 2023,Which is why all transport is overland. Not so funny.
Titanic,8/10,23 December 2023,Spectacle
Titanic,10/10,15 December 2023,Sound and acting finally comes together
Titanic,7/10,14 December 2023,Decent movie
Titanic,6/10,11 December 2023,"Titanic, a classic I guess?"
Titanic,1/10,11 December 2023,Teen age no brain version of a true masterpiece from 1996
Titanic,9/10,4 December 2023,I love it!
Eternal Sunshine of the Spotless Mind,8/10,2 January 2024,Love it
Eternal Sunshine of the Spotless Mind,7/10,31 December 2023,Not So Happy To Forget
Eternal Sunshine of the Spotless Mind,9/10,29 December 2023,Emotional and unique
Eternal Sunshine of the Spotless Mind,8/10,28 December 2023,A lamentation of the loss of memory of someone once loved
Eternal Sunshine of the Spotless Mind,10/10,17 December 2023,"""How happy is the blameless vestal's lot! The world forgetting, by the world forgot. Eternal sunshine of the spotless mind! Each prayer accepted, and each wish resigned."""
Eternal Sunshine of the Spotless Mind,8/10,4 December 2023,A lot less sunshine in this movie that I expected
Eternal Sunshine of the Spotless Mind,10/10,28 November 2023,10/10
Eternal Sunshine of the Spotless Mind,8/10,28 November 2023,Amazing cinematography
Eternal Sunshine of the Spotless Mind,10/10,21 November 2023,A masterpiece in all ways imaginable
Eternal Sunshine of the Spotless Mind,9/10,15 November 2023,Buddy forgot
Good Will Hunting,5/10,3 January 2024,Could have been a contender
Good Will Hunting,8/10,2 January 2024,Very Nice
Good Will Hunting,9/10,1 January 2024,Great character-driven storytelling and performances
Good Will Hunting,7/10,29 December 2023,Nice Drama that stretches out For Solutions!
Good Will Hunting,10/10,29 December 2023,The Perfect Character Study
Good Will Hunting,10/10,25 December 2023,Timeless amazing movie
Good Will Hunting,9/10,21 December 2023,You should know what's in your heart
Good Will Hunting,10/10,21 December 2023,The Greatest Coming of Age Movie of all Time
Good Will Hunting,7/10,20 December 2023,Pretty good
Good Will Hunting,2/10,20 December 2023,AVOID THIS FILM!! Are the reviewers watching the same movie?
Slumdog Millionaire,1/10,1 December 2023,Not this game show again!
Slumdog Millionaire,8/10,17 September 2023,Slumdog Millionaire
Slumdog Millionaire,10/10,1 September 2023,"A Best Picture winner, and my all time favourite."
Slumdog Millionaire,10/10,14 August 2023,Masterpiece
Slumdog Millionaire,7/10,2 August 2023,"I normally don't watch drama/romance films, but this one was a surprise"
Slumdog Millionaire,7/10,29 July 2023,Not a masterpiece
Slumdog Millionaire,8/10,16 July 2023,Who doesn't love a rags to riches story?
Slumdog Millionaire,2/10,16 July 2023,"In short, it's worse than the book"
Slumdog Millionaire,10/10,15 July 2023,Easy 10
Slumdog Millionaire,10/10,14 July 2023,"Fictional story, but with depth in reality"
Silver Linings Playbook,8/10,25 December 2023,I like it!
Silver Linings Playbook,10/10,16 December 2023,Amazing
Silver Linings Playbook,9/10,16 December 2023,Phenomenal
Silver Linings Playbook,10/10,7 December 2023,Worth watching many times
Silver Linings Playbook,10/10,6 December 2023,Best RomCom Ever?
Silver Linings Playbook,7/10,2 December 2023,This Film Is Pure SILVER
Silver Linings Playbook,9/10,1 December 2023,How Did I Miss This?
Silver Linings Playbook,1/10,4 November 2023,JLaw Was Miscast
Silver Linings Playbook,10/10,24 October 2023,EXCELSIOR!
Silver Linings Playbook,7/10,18 October 2023,So refreshing... but also so unoriginal
Life Is Beautiful,10/10,1 January 2024,The poignant and heart-wrenching film
Life Is Beautiful,9/10,22 December 2023,review
Life Is Beautiful,9/10,22 December 2023,Absolutely breathtaking film!
Life Is Beautiful,10/10,21 December 2023,it was a 10 beacuse it was such a good movie
Life Is Beautiful,8/10,21 December 2023,Very worth the watch
Life Is Beautiful,10/10,17 December 2023,A Father's Sacrifice
Life Is Beautiful,9/10,8 December 2023,I have never seen a better movie
Life Is Beautiful,9/10,6 December 2023,A Touching Tale of Love and Resilience: 'Life is Beautiful' Shines Bright!
Life Is Beautiful,7/10,6 December 2023,good
Life Is Beautiful,9/10,1 December 2023,GOOD
The Curious Case of Benjamin Button,10/10,21 December 2023,ONE OF THE MOST UNOQUE MOVIES OF OUR TIME!!!
The Curious Case of Benjamin Button,10/10,17 December 2023,In tears every time I watch
The Curious Case of Benjamin Button,9/10,15 December 2023,I love it!
The Curious Case of Benjamin Button,6/10,6 December 2023,Looking Curiously Good
The Curious Case of Benjamin Button,searchanddestroy-1,3 November 2023,Wizard David Fincher
The Curious Case of Benjamin Button,10/10,25 October 2023,A cinematic masterpiece
The Curious Case of Benjamin Button,9/10,3 October 2023,Cant never forget this movie
The Curious Case of Benjamin Button,10/10,3 September 2023,"The Curious Case of Benjamin Button is superbly made and an unforgettable experience, the direction and acting but of course the visual effects, everything is perfect"
The Curious Case of Benjamin Button,7/10,21 August 2023,I was waiting for Brad Pitt and Cate Blanchett to show up more than everything else.
The Curious Case of Benjamin Button,8/10,14 August 2023,Dreamscape
Groundhog Day,10/10,31 December 2023,Groundhog déjà vu.
Groundhog Day,10/10,25 December 2023,A Masterpiece of its Genre
Groundhog Day,7/10,11 December 2023,Don't worry
Groundhog Day,10/10,30 November 2023,This is a profoundly funny film
Groundhog Day,9/10,24 November 2023,It's a vicious cycle...
Groundhog Day,8/10,17 November 2023,Timeless elegance
Groundhog Day,6/10,12 November 2023,The groundhog was cute
Groundhog Day,10/10,22 October 2023,The wisdom hiding in the shadow
Groundhog Day,2/10,11 October 2023,A sad observation of coercive relationships
Groundhog Day,6/10,26 September 2023,Boring
Her,8/10,28 December 2023,Thought-Provoking Exploration of AI Relationships
Her,9/10,27 December 2023,Reframing Love and Intelligence: A Thought-Provoking Movie in the Large Language Model Era
Her,10/10,26 December 2023,Comfort movie
Her,7/10,25 December 2023,Science Fiction without the Fiction
Her,7/10,25 December 2023,Life is a process
Her,1/10,19 December 2023,Can't trust anyone
Her,koofasa,16 December 2023,Such a bad idea
Her,8/10,10 December 2023,My girlfriend the algorithm
Her,8/10,6 December 2023,Redefition of Love
Her,9/10,3 December 2023,Even more relevant today
Cast Away,7/10,21 December 2023,Good
Cast Away,9/10,14 December 2023,"Good storytelling, better sound design"
Cast Away,4/10,24 November 2023,Set Adrift
Cast Away,10/10,18 November 2023,"How, who?"
Cast Away,1/10,16 October 2023,This Is the WORST movie of ALL TIME
Cast Away,6/10,13 October 2023,First half was involving the second half not so much
Cast Away,7/10,13 October 2023,Great movie great actor just not second time watching worthy
Cast Away,10/10,2 October 2023,Academy Award Winner no. Far Better a Film!
Cast Away,8/10,17 September 2023,A classic dashed with Hank sauce
Cast Away,9/10,6 September 2023,One of the most memorable films of the 2000s
The Notebook,9/10,31 December 2023,The original is better!!
The Notebook,10/10,31 December 2023,Legendary Movie
The Notebook,6/10,12 November 2023,"Decent, mostly innocent"
The Notebook,9/10,10 November 2023,"""The Notebook: A Romantic Masterpiece with Emotional Depth"""
The Notebook,10/10,10 November 2023,"Deep, moving, sentimental love story for the ages"
The Notebook,4/10,26 October 2023,Overrated and manipulative
The Notebook,7/10,18 September 2023,Typical Romantic film but Good
The Notebook,8/10,15 September 2023,I am in love!
The Notebook,8/10,15 September 2023,Love's Meanings
The Notebook,8/10,12 September 2023,The Notebook
Casablanca,10/10,27 December 2023,10/10
Casablanca,9/10,23 December 2023,A film to treasure.
Casablanca,7/10,23 December 2023,A Timeless Romance in a Turbulent Time
Casablanca,10/10,13 December 2023,The enemy couldn't win.
Casablanca,10/10,26 November 2023,"Here's looking at you, kid!"
Casablanca,10/10,21 November 2023,good
Casablanca,6/10,19 November 2023,Ageless classics
Casablanca,8/10,16 November 2023,"""Of all the gin joints, in all the towns, in all the world, she walks into mine."""
Casablanca,9/10,13 November 2023,Masterclass in Story Telling
Casablanca,10/10,26 October 2023,Saracasm at it's best
The Great Gatsby,8/10,24 December 2023,A Lavish and Evocative Adaptation of a Literary Classic
The Great Gatsby,8/10,4 November 2023,The Great Gasby
The Great Gatsby,10/10,17 October 2023,A Luhrmann and DiCaprio success
The Great Gatsby,7/10,6 September 2023,"Visually beautiful, ""The Great Gatsby"" accompanies a soundtrack that has everything to be a success in itself and has a well-sewn story, including some suspense"
The Great Gatsby,5/10,1 September 2023,A strangely reductive rendition of F. Scott Fitzgerald's famous novel
The Great Gatsby,7/10,28 July 2023,Another great Leo movie
The Great Gatsby,10/10,11 July 2023,Leonardo DiCaprio Shines in an Enthralling Adaptation
The Great Gatsby,7/10,3 July 2023,"Breathtaking , colorful and lavish adaptation based on the classic novel by F. Scott Fitzgerald"
The Great Gatsby,6/10,3 July 2023,"""I knew it was a great mistake for a man like me to fall in love..."""
The Great Gatsby,8/10,16 April 2023,Love is dangerous.
"Crazy, Stupid, Love.",6/10,20 December 2023,A poor imitation of love actually
"Crazy, Stupid, Love.",3/10,19 December 2023,Carell and Fogelman still stuck in the 80s
"Crazy, Stupid, Love.",6/10,28 November 2023,"Intertwined, Clever Storyline"
"Crazy, Stupid, Love.",6/10,15 November 2023,Overhyped but still good
"Crazy, Stupid, Love.",1/10,14 November 2023,Presents Infidelity as Catalyst for Growth
"Crazy, Stupid, Love.",8/10,13 November 2023,Solid For Rom Com
"Crazy, Stupid, Love.",9/10,7 November 2023,Valium for men who are struggling in the dating arena
"Crazy, Stupid, Love.",7/10,5 November 2023,Much ado about nothing?
"Crazy, Stupid, Love.",7/10,22 October 2023,Almost a great movie
"Crazy, Stupid, Love.",7/10,21 October 2023,"Fun, occasionally anarchic rom-com"
500 Days of Summer,8/10,28 December 2023,"Summer Finn, you b***h!"
500 Days of Summer,7/10,23 December 2023,A Refreshing and Realistic Spin on Romantic Comedies
500 Days of Summer,9/10,20 December 2023,A Refreshing Take on Love and Relationships
500 Days of Summer,7/10,14 December 2023,Simply complicated
500 Days of Summer,10/10,14 December 2023,Excellent Film
500 Days of Summer,7/10,5 December 2023,Charming & likeable but can be too sickly
500 Days of Summer,9/10,10 November 2023,the side of cinema we need more of
500 Days of Summer,8/10,31 October 2023,Sublime love drama movie
500 Days of Summer,8/10,30 October 2023,Romantic Aspirations (His) vs. Reality (Hers)
500 Days of Summer,7/10,30 October 2023,"Narrator lied, it WAS a love story."
Love Actually,3/10,2 January 2024,Lewd Actually
Love Actually,4/10,30 December 2023,A Disjointed Anthology with Shallow Love Stories and Decent Performances
Love Actually,7/10,29 December 2023,Unapologetically British and totally Christmas
Love Actually,7/10,29 December 2023,Pretty Good Movie
Love Actually,7/10,29 December 2023,A Reminder That We Are All Looking For Love
Love Actually,9/10,28 December 2023,A funny yet sentimental and touching film exploring love in all its aspects
Love Actually,2/10,28 December 2023,love Actually: after math
Love Actually,4/10,28 December 2023,Not to be a Scrooge but how do so MANY people love this movie?
Love Actually,1/10,27 December 2023,Worst movie ever created by humanity
Love Actually,6/10,27 December 2023,Over rated but its intentions are good
Terminator 2: Judgment Day,10/10,1 January 2024,One of the Citizen Kanes of Action
Terminator 2: Judgment Day,10/10,25 December 2023,Greatest Movie Ever!!!
Terminator 2: Judgment Day,9/10,21 December 2023,I love it!
Terminator 2: Judgment Day,10/10,18 December 2023,Perfection
Terminator 2: Judgment Day,10/10,14 December 2023,This movie is an absolute Must-See!
Terminator 2: Judgment Day,8/10,13 December 2023,Who Said That The Sequals Can't Be Great?
Terminator 2: Judgment Day,8/10,9 December 2023,Terminator 2
Terminator 2: Judgment Day,10/10,28 November 2023,One of the Best Movies of All Time
Terminator 2: Judgment Day,9/10,24 November 2023,good
Terminator 2: Judgment Day,10/10,23 November 2023,Old Jim did it again!
Mad Max: Fury Road,2/10,23 December 2023,Theron just can't replace old Mel. Worthington should have left his metal gag on
Mad Max: Fury Road,10/10,4 December 2023,Easily one of the best action movies ever made
Mad Max: Fury Road,9/10,3 December 2023,Kemonbet Great Movie
Mad Max: Fury Road,5/10,2 December 2023,Was there a story here?
Mad Max: Fury Road,10/10,1 December 2023,A true masterpiece of action adventure genre
Mad Max: Fury Road,10/10,27 November 2023,Relentlessly demented
Mad Max: Fury Road,10/10,23 November 2023,GEORGE MILLER'S GENRE MASTERPIECE
Mad Max: Fury Road,6/10,23 November 2023,A mentally disturbed Max takes a backseat to a politically correct story amidst top notch production design and action scenes
Mad Max: Fury Road,10/10,7 November 2023,One of the best action films in the last 20+ years
Mad Max: Fury Road,9/10,5 November 2023,Non stop crazy action adventure
Jurassic Park,9/10,2 January 2024,The Best Dinosaur Movie!
Jurassic Park,10/10,2 January 2024,Wow!
Jurassic Park,10/10,31 December 2023,Jurassic Park - Movie Review
Jurassic Park,8/10,24 December 2023,"""Welcome to Jurassic Park....."""
Jurassic Park,9/10,21 December 2023,A fantastic film!
Jurassic Park,8/10,11 December 2023,"Still a Blast, 30 Years Later"
Jurassic Park,10/10,6 December 2023,The one and only
Jurassic Park,10/10,29 November 2023,"Living biological attractions so astounding, that they'll capture the imagination of the entire planet"
Jurassic Park,10/10,17 November 2023,A timeless classic
Jurassic Park,10/10,15 November 2023,A Truly Exceptional Cinematic Masterpiece and an Example of Character Arcs
Million Dollar Baby,10/10,25 December 2023,Great cinema!
Million Dollar Baby,9/10,19 December 2023,I love it!
Million Dollar Baby,4/10,14 December 2023,"Nuanced, Real-Life Portraits are Missing in This Watchable But Standard Boxing Drama"
Million Dollar Baby,10/10,28 November 2023,"""Mo Cuishle Means My Darling, My Blood."""
Million Dollar Baby,9/10,16 November 2023,Superb!
Million Dollar Baby,badeannabelle,16 November 2023,9
Million Dollar Baby,9/10,25 September 2023,A sport movie like no other
Million Dollar Baby,10/10,16 July 2023,One of the great films of the 21st century.
Million Dollar Baby,10/10,28 June 2023,An absolute masterpiece
Million Dollar Baby,8/10,7 June 2023,A film with a nuanced second layer
Rocky,9/10,1 January 2024,Classic Movie
Rocky,10/10,24 December 2023,Pure Cinema
Rocky,5/10,16 November 2023,"A Classic, but a very average film"
Rocky,9/10,14 November 2023,The legend... ROCKY
Rocky,10/10,3 November 2023,Going the Distance
Rocky,9/10,29 October 2023,Motivational Classic
Rocky,7/10,29 October 2023,The Enduring Magic of 'Rocky' Despite Boxing's Decline
Rocky,8/10,27 October 2023,A Technical Knockout
Rocky,9/10,23 October 2023,Solid
Rocky,8/10,5 October 2023,Timeless classic for all tastes
Rush,9/10,26 December 2023,The real story of famous racers
Rush,8/10,26 December 2023,Pretty fun ride!
Rush,8/10,25 December 2023,formula
Rush,8/10,18 December 2023,A brilliant work!
Rush,8/10,21 November 2023,"A Dynamic Blend of Speed, Rivalry, and Cinematic Excellence"
Rush,9/10,10 November 2023,The best F1 film
Rush,9/10,20 October 2023,The great story of a great rivalry
Rush,8/10,15 October 2023,F1 Biopic from the prime era
Rush,10/10,17 September 2023,The great movie in 2013
Rush,9/10,15 September 2023,I am not a race fan - but I love this movie
Warrior,10/10,17 November 2023,One of the greatest movies ever made
Warrior,6/10,15 November 2023,"A good story about family, but the redemption is not here."
Warrior,8/10,20 October 2023,Incredible Movie of the Struggles and Redemption of Family
Warrior,8/10,16 October 2023,Everything is where it should be and very effective
Warrior,10/10,30 September 2023,Almost broke my screen giving this movie 10 stars
Warrior,10/10,16 August 2023,Get Ready to Cry
Warrior,9/10,31 July 2023,Brilliant and surprisingly moving for a fight movie.
Warrior,10/10,6 July 2023,"I don't usually cry at films, especially sport based films."
Warrior,8/10,20 June 2023,My favorite fighting movie
Warrior,10/10,7 June 2023,Captivating Brilliance.......
Cars,9/10,22 December 2023,Uhhhh... HECK YES
Cars,7/10,6 December 2023,Cars
Cars,10/10,26 November 2023,Nostalgic/Nostalgia.
Cars,9/10,11 October 2023,"""The Film That Made Me Who I Am"""
Cars,8/10,5 October 2023,Great Beginning to the Series
Cars,6/10,1 October 2023,I liked it and I disliked it
Cars,8/10,17 September 2023,If you keep talking to yourself people will think you're crazy. I wasn't talking to you
Cars,8/10,15 September 2023,Surprisingly relevant today
Cars,8/10,31 August 2023,Speeding into Hearts
Cars,8/10,30 August 2023,A favourite in our household
Moneyball,8/10,30 November 2023,really good
Moneyball,8/10,20 October 2023,Numbers and tactics made beautiful
Moneyball,Picturesinflow,21 September 2023,A Hard-Hitting Sport Film
Moneyball,pizza24,12 September 2023,Can be watched by anyone
Moneyball,8/10,7 September 2023,Brad Pitt can literally fit any given role !
Moneyball,9/10,28 August 2023,Better than the Book!
Moneyball,9/10,18 August 2023,Great Movie
Moneyball,7/10,4 August 2023,New Age Heroism
Moneyball,9/10,18 June 2023,"Enjoyable, even as a non-baseball enthusiast"
Moneyball,7/10,16 June 2023,"Even with a frustrating ending, ""Moneyball"" is an honest account of an obsession and an obsessed. A somewhat romantic film about the least romantic of situations"
Ford v Ferrari,10/10,26 December 2023,Absolute masterpiece
Ford v Ferrari,10/10,21 December 2023,This masterpiece reminds me of another masterpiece
Ford v Ferrari,8/10,20 December 2023,motorsport
Ford v Ferrari,10/10,2 December 2023,Ford v Ferrari a true masterpiece of filmmaking
Ford v Ferrari,9/10,24 November 2023,Masterpiece sports action biography
Ford v Ferrari,1/10,18 November 2023,Another bad movie on racing
Ford v Ferrari,8/10,31 October 2023,7000 times to relive your life
Ford v Ferrari,6/10,29 October 2023,Decent but not great
Ford v Ferrari,10/10,8 September 2023,this is pure art on wheels
Ford v Ferrari,7/10,24 August 2023,Foreshadowing
The Fighter,8/10,2 January 2024,"Elevated by an audacious, incomparable performance by Christian Bale"
The Fighter,10/10,12 October 2023,How did they do it?
The Fighter,8/10,6 October 2023,No punches pulled... this is a really solid movie
The Fighter,8/10,22 August 2023,Reality and redemption
The Fighter,7/10,18 July 2023,Solid 7
The Fighter,9/10,11 July 2023,Hell and Back
The Fighter,8/10,13 June 2023,Good Movie
The Fighter,9/10,25 May 2023,Awesome Performance by Melissa Leo
The Fighter,7/10,24 May 2023,Acting vehicle for it's stars
The Fighter,8/10,30 April 2023,How to Make an Entertaining Movie? Like This.
Raging Bull,8/10,1 January 2024,Robert De Niro delivers his finest performance in an average film!
Raging Bull,10/10,28 December 2023,Raging bull the masterpiece that could even beat Rocky...
Raging Bull,8/10,25 December 2023,Powerful biopic
Raging Bull,9/10,22 December 2023,Raging Bull
Raging Bull,2/10,28 November 2023,Deficient Playlist
Raging Bull,9/10,15 October 2023,"Visually stunning and profound in its themes, ""Raging Bull"" leaves an important reflection on the damage that a lack of emotional control can cause in our lives"
Raging Bull,8/10,3 October 2023,Would You Do the Right Thing?
Raging Bull,7/10,30 September 2023,The Contender
Raging Bull,10/10,26 September 2023,"A tour de force in filmmaking, but to watch ""Raging Bull"" in the same way as ""Goodfellas"" might be a mistake"
Raging Bull,9/10,24 September 2023,Complex Brawler
The Blind Side,9/10,2 January 2024,devoted support
The Blind Side,9/10,29 December 2023,The Tuohy's are genius scouts.
The Blind Side,7/10,27 December 2023,A Heartwarming Triumph of Compassion and Determination
The Blind Side,4/10,11 October 2023,The demographic is geared toward the feel good simple minded white people
The Blind Side,1/10,29 September 2023,The whole story is a LIE
The Blind Side,9/10,26 September 2023,Breaking barriers: The moving story of 'The Blind Side'
The Blind Side,10/10,18 September 2023,A great movie about courage!
The Blind Side,9/10,13 September 2023,The Blind Side
The Blind Side,6/10,30 August 2023,What can I say? I Don't Know😯
The Blind Side,10/10,22 August 2023,A great movie that stands the test of time
Real Steel,8/10,14 November 2023,So Much Heart
Real Steel,7/10,28 July 2023,Cool and original!
Real Steel,10/10,8 July 2023,Love this movie 12 years later
Real Steel,10/10,25 June 2023,A Brilliant Movie
Real Steel,10/10,23 June 2023,A great Father - son story
Real Steel,9/10,5 June 2023,Phenomenal movie
Real Steel,10/10,2 June 2023,Great movie and story line!
Real Steel,5/10,24 May 2023,Made like what one can find in a Walt Disney movie
Real Steel,6/10,19 May 2023,"Full of clichés and visually amazing, ""Real Steel"" manages the feat of, in the midst of brutal fights, showing innocence by Max's vision"
Real Steel,9/10,12 May 2023,Boxing has gone all Transformers!
The Wrestler,8/10,27 December 2023,Perfectly casted
The Wrestler,9/10,2 December 2023,The only place I get hurt is out there. The world don't give a sh#t about me.
The Wrestler,9/10,23 November 2023,I love it!
The Wrestler,8/10,16 November 2023,Gritty Wrestling Flick
The Wrestler,8/10,15 September 2023,An old broken-down piece of meat.
The Wrestler,8/10,8 August 2023,"Adopting an almost documentary filming, Aronofsky shows a guy that prefers to put his (unfortunate) life at risk to hold on to the little happiness he has still had left"
The Wrestler,9/10,13 June 2023,Great Movie
The Wrestler,searchanddestroy-1,19 May 2023,Diary of a loser
The Wrestler,8/10,16 May 2023,Jesus was a tough dude
The Wrestler,9/10,13 May 2023,For all wrestling fans and non-wrestling fans
Creed,8/10,29 December 2023,A powerful punch of motivation
Creed,rick_baretton,23 December 2023,Creed (2015) - A Fresh Take on the Boxing Genre
Creed,8/10,5 December 2023,Better than any Rocky films
Creed,10/10,28 November 2023,The Discipline I Got
Creed,6/10,29 September 2023,was ok
Creed,7/10,28 September 2023,Good follow-up but...
Creed,9/10,16 September 2023,Likely best movie in Rocky series
Creed,8/10,15 September 2023,A New Legend is forged in fire and blood
Creed,10/10,2 September 2023,Underrated
Creed,8/10,22 July 2023,Father to Son type of movie
Jerry Maguire,JayHysterio,4 December 2023,Sadly the film hasn't aged well
Jerry Maguire,9/10,9 November 2023,One of the great 90s movies (and there were a lot of those)
Jerry Maguire,8/10,22 October 2023,Tom Cruise was quite good in this along with rest of cast
Jerry Maguire,5/10,13 September 2023,"It's a love story, not a film about sport agency"
Jerry Maguire,1/10,26 July 2023,Over rated
Jerry Maguire,10/10,14 July 2023,All love no cringe
Jerry Maguire,9/10,21 June 2023,Much to Unpack
Jerry Maguire,8/10,16 June 2023,Cruise at his best over looked somehow
Jerry Maguire,7/10,13 June 2023,Pretty Good Movie
Jerry Maguire,3/10,25 May 2023,I know I gave a low rating and here's why
Dodgeball: A True Underdog Story,6/10,29 December 2023,Easy to watch
